"Name","Type","GB"
"Property Claim Photo Requirements_05082020.pdf","File","0"
"Project_Manager_Checklist_Fillable_New.pdf","File","0"
"Quote # PINEAPPLE RFG 1-9-24 (1).PDF","File","0"
"ps1583.pdf","File","0"
"query-matrix-kit.zip","File","0"
"QUICK_START_META_CREATIVE.md","File","0"
"PROACTIVE LEAD CERT LOGAN THOMPSON.jpg","File","0"
"RARC App - Joe Van Asten 2 (1).pdf","File","0"
"RARC App - Joe Van Asten 2.pdf","File","0"
"RAKESH SACHDEVA PINEAPPLE AGREEMENT.pdf","File","0"
"Quote0032072430 shingles quote srs (1).pdf","File","0"
"Quote0032072430 shingles quote srs.pdf","File","0"
"R&R Solar Warranty - 2701 N Umberland Dr.pdf","File","0"
"RE-INSPECTION FEE RECEIPT 6816 OCONEE MCKINNEY.pdf","File","0"
"README.md","File","0"
"REAL_CONTENT_COMPLETE.md","File","0"
"RCAT_Seal-RGB-Screen(F-ol).png","File","0"
"PM7 Agentic OS Master Knowledge Mat.md","File","0"
"RARC Application (5).pdf","File","0"
"RARC Application.pdf","File","0"
"Pinepple ogo","File","0"
"receipt_25-001120.pdf","File","0"
"REEVES PERMIT 2023.pdf","File","0"
"PI_Permit_25-001103_2025-06-16_11.12AM.pdf","File","0"
"receipt of payment gen contractor fee city of Rockwall","File","0"
"Receipt of Payment.pdf","File","0"
"Receipt-2205-0881.pdf","File","0"
"RARC Application (4).pdf","File","0"
"PM7_AGENT_OS_WINDOWS_MASTER_SOP_2026-08-15.md","File","0"
"PM7_AGENT_OS_WEEKLY_UPDATE_ONE_PAGE_2026-08-15.md","File","0"
"RARC App Richard Rooth (3).pdf","File","0"
"PM7_FINISH_STUDIO_WINDOWS_2026-08-15.md","File","0"
"PM7_WINDOWS_AI_AGENT_CONTRACT_TEMPLATE_2026-08-15.md","File","0"
"PM7_REVENUE_FIRST_LOCAL_STUDIO_MAP_2026-08-15.md","File","0"
"PM7_LOCAL_STUDIO_RECOVERY_MISSION_FOR_CODEX_OR_CLAUDE_2026-08-15.md","File","0"
"PM7 LOCAL STUDIO AGENTIC OS DAILY UPDATES.md","File","0"
"RARC Application (3).pdf","File","0"
"PM7 Family Business AI Onboarding.md","File","0"
"PM7_ADHD_ONE_PLAY_EXECUTION_PACK_2026-08-15.zip","File","0"
"RARC Application (1).pdf","File","0"
"RARC Application (2).pdf","File","0"
"PM7_AGENT_OS_PACKAGE_AUDIT_RECEIPT_2026-08-15.md","File","0"
"SikaSarnafil_square.png","File","0"
"Pineapple FB Ads StepByStep.pdf","File","0"
"Pineapple FB Ads StepByStep.gdoc","File","0"
"Pineapple Folder Idea - Back.jpg","File","0"
"Pineapple Folder Idea - Center.jpg","File","0"
"SIGNED Waiver of Lien Form_NewRez  (1).pdf","File","0"
"SIGNED Waiver of Lien Form_NewRez .pdf","File","0"
"Pineapple Contractors-Invoice-#I-1245.pdf","File","0"
"Pineapple Contractors-Invoice-#I-1245 (1).pdf","File","0"
"Pineapple Contractors-Estimate-#E-1197.pdf","File","0"
"Pineapple Contractors-Invoice-#I-1330.pdf","File","0"
"Pineapple Cornhole.png","File","0"
"Pineapple Cornhole.pdf","File","0"
"Pineapple Contractors-Invoice-#I-2325.pdf","File","0"
"Pineapple Folder Idea - Front.jpg","File","0"
"PINEAPPLE LOGO WORKER.jpeg","File","0"
"Signature Required -Certificate of Satisfaction - signed.pdf","File","0"
"Pineapple Landing Page System Blueprint","File","0"
"Pineapple NEW CAMPAING LEADS.csv","File","0"
"Signature Required - Certificate of Satisfaction - signed.pdf","File","0"
"Pineapple Roofing llc - City of Rowlett Registration App 2024.pdf","File","0"
"PINEAPPLE ROOFING 65+ FRISCO CAMPAIGN.md","File","0"
"Signed ATR.pdf","File","0"
"SIGNED HOSTETLER CSAA ATR-Work Authorization-Direction of Payment-2023.pdf","File","0"
"SIGNED LIEN WAIVER FARUS.pdf","File","0"
"Signature Required_ CSAA COS-Certificate of Satisfaction - signed.pdf","File","0"
"Pineapple Keychain Idea-Sample.jpg","File","0"
"Signature Required ATR - signed.pdf","File","0"
"PINEAPPLE INSPECTION CHECKLIST.pdf","File","0"
"SOP OF THIS VIDEO AND INTO MARKDOWN TO CLAUDE TO....md","File","0"
"SOP_ Build a One-Person AI Empire Using Paperclip + Hermes Agent (1).md","File","0"
"SOP_ Build a One-Person AI Empire Using Paperclip + Hermes Agent.md","File","0"
"SOP AND WORKFLOW INTO MARKDOWN TO BE FEED INTO CL....md","File","0"
"SKILL.md.pdf","File","0"
"Skills_local_seo_business_30_days.zip","File","0"
"Social_Media_AI_Agent_Integration_Guide.md.pdf","File","0"
"STANCLIFF 5032238330-1 (1).pdf","File","0"
"START_TEST_NOW.md","File","0"
"START_TODAY_ACTION.md","File","0"
"SRS DV PINEAPPLE QUOTE 7.13.2023.pdf","File","0"
"SOP_ M7 Agentic OS - Local Memory & Execution Bridge.md","File","0"
"SPRESSER JOB SCHEDULER 9-27-24","File","0"
"SPRESSER JOB SCHEDULER 9-27-24-protected.pdf","File","0"
"SKILL.md","File","0"
"Pineapple Contractors - Registration App Ft. Worth.pdf","File","0"
"single.pdf","File","0"
"Pineapple Construction logo (words only).PNG","File","0"
"Pineapple Contractors Ad Architect.md","File","0"
"Pineapple Contractors-Estimate-#E-10402.pdf","File","0"
"Pineapple Contractors M7_ Sovereign Agentic Operating System & Master Playbook.md","File","0"
"Pineapple Contractors Inspection -Invoice-#I-1245 (2).pdf","File","0"
"Pineapple Construction Brand Art - Artboard 4@3x.png","File","0"
"Pineapple Collections letter - 1st collections letter.pdf","File","0"
"Pinapple.pdf","File","0"
"SITEPLAN NARRATIVE.pdf","File","0"
"sitemap.xml","File","0"
"SITEPLAN NARRATIVE (1).pdf","File","0"
"SITEPLAN NARRATIVE (2).pdf","File","0"
"Samuel Ascioti Claim 2024.pdf","File","0"
"Sarah Avery Resume.pdf","File","0"
"schedule-of-values-template-01 (1).xlsx","File","0"
"pineapple-m7-read-only-scanner-2026-08-05.zip","File","0"
"Sachdeva Estimate (1).pdf","File","0"
"Sachdeva Estimate.pdf","File","0"
"Sachdeva Revised Estimate.pdf","File","0"
"Schudlt Invoice 41025.pdf","File","0"
"Scope & Leveling Roofing & Siding.pdf","File","0"
"Scrape Any Website with Claude Code + Firecrawl.pdf","File","0"
"SCHUDLT Estimate.pdf","File","0"
"schedule-of-values-template-01.xlsx","File","0"
"SCHUDLT Estimate PDF.pdf","File","0"
"SCHUDLT Estimate.docx","File","0"
"Sabrina AI-Powered Marketing Playbook Integration.md","File","0"
"Roofing Receipt.pdf","File","0"
"roofing-lead-system.skill","File","0"
"Roofing_Lead_System_Implementation_Roadmap.md.pdf","File","0"
"Roofing Permit.pdf","File","0"
"Pineapple_Ad_Creative_Rebuild.xlsx","File","0"
"PINEAPPLE_AD_ARCHITECT_RELEASE_NOTES_1.md","File","0"
"PINEAPPLE_AD_ARCHITECT_RELEASE_NOTES.md","File","0"
"rs=w-400,cg-true.webp","File","0"
"RUN_PM7_WINDOWS_AUDIT.bat","File","0"
"S24-2067-Remodel - Residential .pdf","File","0"
"Roof_Advance_Photo_Requirements.pdf","File","0"
"PineappleRoofing_FB_Ads_Analysis.docx","File","0"
"PineappleRoofing_Campaign_Blueprint.docx","File","0"
"RoofR Report","File","0"
"shipping_label.png","File","0"
"Pineapple Rooofing llc Corely Permit App CIty of Lucas.pdf","File","0"
"Pineapple Roofing — Meta Ads Account Audit.md","File","0"
"Pineapple Socials Analytics 2026-02-15 - 2026-02-22.xlsx","File","0"
"SEO_Blog_Post_AI_Automation.json","File","0"
"SF-1-Customer Copy 393920804_1.pdf","File","0"
"Pineapple Stand-Alone Logo.png","File","0"
"Signature Required - ATR - signed (2).pdf","File","0"
"Signature Required - ATR - signed (3).pdf","File","0"
"Signature Required - ATR - signed.pdf","File","0"
"Signature Required - ATR - signed (1).pdf","File","0"
"Pineapple Roofing — Frisco TX Storm Monitor.md","File","0"
"Pineapple Roofing logo.png","File","0"
"Signature Needed - EMS Tarp COS - signed.pdf","File","0"
"seo-team.zip","File","0"
"Screenshot 2025-03-28 at 2.31.59 PM.jpeg","File","0"
"Pineapple-Ad-Architect-Instructions.md.md","File","0"
"Screenshot 2025-05-22 102326.png","File","0"
"Screen Shot Pineapple logo.png","File","0"
"Screen Shot 2023-04-11 at 8.32.06 AM.png","File","0"
"Screen Shot 2023-07-11 at 1.10.47 PM (1).png","File","0"
"Screen Shot 2023-07-11 at 1.10.47 PM.png","File","0"
"SDS__Timberline_Shingles_2093.pdf","File","0"
"Secure API Keys in Agentic OS.md","File","0"
"SEO Pipeline & Website Consolidation Strategy.md","File","0"
"SDS__EverGuard_TPO_2001.pdf","File","0"
"Screenshot 2025-07-22 100337.png","File","0"
"PINEAPPLE WARRANTY CERTIFICATE - Oscar.pdf","File","0"
"SDS-template.docx","File","0"
"MARCOS_JORGE2_FINAL_DRAFT_DEPR_W_FAC_P_ALLST.pdf","File","0"
"ach_authorization_form.pdf","File","0"
"AddendumANarrative.docx","File","0"
"Accuserve-USAA COS.docx","File","0"
"Accuserve Exterior Claim Lifecycle for Contractors.pdf","File","0"
"Accuserve Exteriors CONTACT INFO.pdf","File","0"
"ad_copy_prompts.md.docx","File","0"
"ad_copy_prompts.md.pdf","File","0"
"ad_copy_prompts.md","File","0"
"Adenaike COS (1).pdf","File","0"
"Adenaike COS.pdf","File","0"
"Access Badge-Parking Forms (1).pdf","File","0"
"Access Badge-Parking Forms (2).pdf","File","0"
"a85cf75c-eb4f-45cb-9e8b-07b36556c617.tmp","File","0"
"A-433_ OPENINGS DETAILS Rev.1.1.pdf","File","0"
"A-441_ ROOF DETAILS Rev.1.pdf","File","0"
"Accuserve - Q1 Webinar.ics","File","0"
"Accuserve Acronym List for Contractors.pdf","File","0"
"Accuserve - Q1 Webinar (1).ics","File","0"
"Access Badge-Parking Forms.pdf","File","0"
"Accuserve - Network Program Contractor Home Services Agreement Template .docx","File","0"
"Age-and-Gender-Jan-1-2025-to-Feb-19-2026.csv","File","0"
"ALAAP_CHERRY1_FINAL_DRAFT_DEPR_W_FAC_P_ALLST.pdf","File","0"
"alex hormozi md.md","File","0"
"ai_studio_code.html","File","0"
"ai_sales_agent_scripts.pdf","File","0"
"ai_studio_code (1).html","File","0"
"Arnold Estimate.pdf","File","0"
"Artboard 2@3x.png","File","0"
"AQUAMAN.webp","File","0"
"AllState proof of claim.pdf","File","0"
"approved Inspection Gatzke Proctor Dr Grandprairie.pdf","File","0"
"AGREEMENT copy TEMPLATE (1).pdf","File","0"
"AGREEMENT copy TEMPLATE.pdf","File","0"
"Agentic SEO OS Pipeline.md","File","0"
"Agent OS Contractor Playbook.md","File","0"
"Agentic Build_ GSC Revenue Engine.md","File","0"
"AI Prompt Pack for Dropshippers V1.pdf","File","0"
"ai-business-planner.skill","File","0"
"AI Automation Workflow Deconstruction.md","File","0"
"AI Agency SOP & Claude Prompts.md","File","0"
"AI Agent Automation Blueprint for Roofing Contractors.md","File","0"
"59","File","0"
"59 (1)","File","0"
"5853 Austin Waters.pdf","File","0"
"5808 Short Springs Ct.pdf","File","0"
"5853 Austin Waters (1).pdf","File","0"
"6664 Conecuh Dr.pdf","File","0"
"6812 Grand Mesa Pkwy.pdf","File","0"
"6504 Dynamite Dr.pdf","File","0"
"638718659690213532-1338161-ATR(01-07-2025 16_59).pdf","File","0"
"638736631956788067-1329347-COS(01-28-2025 12_13).pdf","File","0"
"516169763_10160869530016673_2025442837056695397_n.jpg","File","0"
"525 Hickory Ln.pdf","File","0"
"506035510_24296480543303096_2959690818706341067_n.jpg","File","0"
"5035579465-1_PATRICK_ATKINSON_Revised estimate.pdf","File","0"
"505754926_18508139275058611_9019297119547274357_n.jpg","File","0"
"5672c440-solicitation-permit.pdf","File","0"
"5808 Short Springs Ct (1).pdf","File","0"
"529 Lavaine.pdf","File","0"
"525 Hickory.pdf","File","0"
"529 Lavaine (1).pdf","File","0"
"6816 Oconee Dr.pdf","File","0"
"A-000_ ARCH ABBREVIATIONS, SYMBOLS & GENERAL NOTES Rev.1.pdf","File","0"
"A-052_ ENLARGED SITE PLAN Rev.1 markup.pdf","File","0"
"900 The Lakes Blvd - ARC Approval.pdf","File","0"
"8968aa0f-002b-4805-8931-801890d56707","File","0"
"8th June_ Paperclip + Agent OS.md","File","0"
"A-432_ OPENINGS DETAILS Rev.1.pdf","File","0"
"A-433_ OPENINGS DETAILS Rev.1.1 (1).pdf","File","0"
"A-431_ OPENINGS DETAILS Rev.1.pdf","File","0"
"A-421_ SECTION DETAILS Rev.1.pdf","File","0"
"A-422_ SECTION DETAILS Rev.1.pdf","File","0"
"7008734004-1.pdf","File","0"
"7131 Holden Dr.pdf","File","0"
"6th May_ Hermes + Hyperframes.md","File","0"
"69c2c60a-725e-445c-8399-d23780708864.pdf","File","0"
"6c692b_bb3ae77a31f6409e9c229a4dc3ce520e~mv2.png.webp","File","0"
"8705 Mandevilla.pdf","File","0"
"8900 Ohio Dr.pdf","File","0"
"8704 Barnbougle Dunes Dr.pdf","File","0"
"733587.osx","File","0"
"74951081727__9C3BA888-E5C3-4B8F-AEA9-76AF28E8D932.heic","File","0"
"City of Dallas GC Registration.pdf","File","0"
"City of Fort Worth Registration Renewal Receipt 2024 (1).pdf","File","0"
"City of Dallas GC Registration Receipt.pdf","File","0"
"City of Dallas GC Registration (1).pdf","File","0"
"City of Dallas GC Registration (2).pdf","File","0"
"City of Tyler Gen Contractor Registration 2024.pdf","File","0"
"CL-Estimate-XACTIMATE-FINAL_DRAFT_WITH_AGE__LIFE__AND_CONDITION_REPORT.PDF- (1).pdf","File","0"
"City of Tyler - Hostetler Permit Fee Receipt.pdf","File","0"
"City of Fort Worth Registration Renewal Receipt 2024.pdf","File","0"
"City of Tyle Hosteteler Permit approval - issued email.pdf","File","0"
"Certificate of Completion - The New Westhill Platform.pdf","File","0"
"Certificate of Completion - Travelers Insurance Water Mitigation.pdf","File","0"
"Certificate of Completion - Managed Repair Program.pdf","File","0"
"Certificate of Completion - Allstate Insurance DRP.pdf","File","0"
"Certificate of Completion - Direct Repair Program - Farmers Insurance.pdf","File","0"
"Christos Papadelis - Lands End st Ft. Worth receipt for permit.pdf","File","0"
"CHRISTOS PAPADELIS LANDS END ST FT WORTH PERMIT FEES.pdf","File","0"
"chat GPT SOLE WEBSITE.pdf","File","0"
"Charles Greene - Biddison St Ft.Worth receipt for permit.pdf","File","0"
"CHARLES GREENE W BIDDISON FT WORTH PERMIT FEES.pdf","File","0"
"CL-Estimate-XACTIMATE-FINAL_DRAFT_WITH_AGE__LIFE__AND_CONDITION_REPORT.PDF-.pdf","File","0"
"coc.template-confirmation letter.pdf","File","0"
"CODEX PM7 WordPress AI Bridge SOP.md","File","0"
"COC Confirmation Letter.pdf","File","0"
"COC - The Hartford Insurance Commercial DRP.pdf","File","0"
"COC - Travelers Insurance DRP.pdf","File","0"
"Cole COS.pdf","File","0"
"collaborator_120905__Receipt_24-000472_2024-01-16_4.03PM.pdf","File","0"
"Cole ATR.pdf","File","0"
"Code__EverGuard_TPO_TPO_Extreme__FB__ICC_Evaluation_Report_ESR4676.docx","File","0"
"Code__MiamiDade_NOA_No_23061604_EverGuard_TPO_Single_Ply_Roof_Systems_over_Steel_Decks.docx","File","0"
"CLAUDE (1).md","File","0"
"CLAUDE PINEAPPLE LANDING PAGE 🍍.html","File","0"
"Clara Kippes Estimate #4880-Signed.pdf","File","0"
"Claim Checklists.pdf","File","0"
"CLAIM# 05713536 KIMBERLY BOSWELL.pdf","File","0"
"Cloutier Invoice 22125.pdf","File","0"
"COC - Swyfft Insurance DRP.pdf","File","0"
"claudepineape.zip","File","0"
"CLAUDE SEO prompt-pack.md","File","0"
"CLAUDE.md","File","0"
"Black and White Gym Motivational T-shirt Design.pdf","File","0"
"Blank ATR - signed (1).pdf","File","0"
"BILCO-Type-E.doc","File","0"
"Bid Form Breakouts.pdf","File","0"
"BILCO-Type-E-HZ.doc","File","0"
"Blog to GBP Post — AI Prompt.md","File","0"
"Blue Yellow Creative Business Envelope.pdf","File","0"
"Blatato skill.zip","File","0"
"Blank ATR - signed.pdf","File","0"
"blank.jpg","File","0"
"Atkinson Signature Needed-COS.pdf","File","0"
"ATR - signed.pdf","File","0"
"Assignment_of_LP_Interest_Texas.pdf","File","0"
"Artboard 3@3x.PNG","File","0"
"Assemblies.pdf","File","0"
"BEGINNER_GUIDE.md","File","0"
"BI-Permit.pdf","File","0"
"Average Costs - Noe Blvd. 2.xlsx","File","0"
"Attachment-1.pdf","File","0"
"Audience.csv","File","0"
"BUILDING M DE SWEETER back.pdf","File","0"
"CASTLE HILLS - signed (1).pdf","File","0"
"CASTLE HILLS - signed (2).pdf","File","0"
"CASTLE HILLS (1).pdf","File","0"
"Carlisle-Authorized-Installer.png","File","0"
"Cartwright.pdf","File","0"
"CE application.pdf","File","0"
"Celia Hostetler Permit 2024.pdf","File","0"
"CASTLE HILLS.pdf","File","0"
"CASTLE HILLS - signed (3).pdf","File","0"
"CASTLE HILLS - signed.pdf","File","0"
"BUILDING MADE SWEETER.zip","File","0"
"Building Permit Application (PDF).pdf","File","0"
"BUILDING M DE SWEETER front.png","File","0"
"BUILDING M DE SWEETER back.png","File","0"
"BUILDING M DE SWEETER front.pdf","File","0"
"C10.02_WTR-WW.pdf","File","0"
"C10.03_WTR-WW.pdf","File","0"
"C10.01_WTR-WW.pdf","File","0"
"BUILD_COMPLETE.md","File","0"
"C10.01_WTR-WW (1).pdf","File","0"
"059089986 (1).pdf","File","0"
"059089986.pdf","File","0"
"058992342.pdf","File","0"
"058979470.pdf","File","0"
"058985833.pdf","File","0"
"059281180.pdf","File","0"
"059356426.pdf","File","0"
"059270853.pdf","File","0"
"059231840.pdf","File","0"
"059240472.pdf","File","0"
"058576406.pdf","File","0"
"058905273.pdf","File","0"
"058576406-1343589-JS(02-20-2025 11_56).pdf","File","0"
"058568325.pdf","File","0"
"058576406 (1).pdf","File","0"
"058965638.pdf","File","0"
"058979470 (1).pdf","File","0"
"058965638 (1).pdf","File","0"
"058909516.pdf","File","0"
"058959471.pdf","File","0"
"059383784.pdf","File","0"
"06C0VKT_1_20250405201554_FINAL_DRAFT_WITH_AGE__LIFE__AND_CONDITION_Report (1).pdf","File","0"
"07_6200R5 (1).doc","File","0"
"059556041.pdf","File","0"
"059514473.pdf","File","0"
"059514569.pdf","File","0"
"10 notebook considate master .md","File","0"
"10 notebook considate master .md.gdoc","File","0"
"10 notebook considate master  (1).md","File","0"
"07_6200R5.doc","File","0"
"1. Pineapple M7 MASTER_PLAYBOOK.md (Save this locally).md","File","0"
"059426436 (4).pdf","File","0"
"059426436.pdf","File","0"
"059426436 (3).pdf","File","0"
"059396530.pdf","File","0"
"059426436 (1).pdf","File","0"
"059468449.pdf","File","0"
"059514242.pdf","File","0"
"059462203.pdf","File","0"
"059446081.pdf","File","0"
"059447671.pdf","File","0"
"056692761 LEE JORDAN COMP BID OG EST. (1).pdf","File","0"
"056692761.pdf","File","0"
"056692761 LEE JORDAN CLAIM.pdf","File","0"
"056488156.pdf","File","0"
"056520370.pdf","File","0"
"056724470-1316238-JS(09-23-2024 10_14).pdf","File","0"
"056768171 - CLAIM GREGORY EVANS.pdf","File","0"
"056724470 revised.pdf","File","0"
"056696157 (1).pdf","File","0"
"056696157.pdf","File","0"
"02-21-25 Roof Replacement Approval 4B-01L.pdf","File","0"
"03-24-25 Roof Replacement Approval 4A-35L.pdf","File","0"
"008539461-803_Thorburn_Unapproved Estimate.pdf","File","0"
"pineapple-m7-read-only-scanner-2026-08-05","Folder","0"
"008539461-803_JOHN_THORBURN__JR__UNAPPROVED_ESTIMATE_UPDATED.pdf","File","0"
"053306766.pdf","File","0"
"055354115 - CLAIM HO AN - ERICA MANOR.pdf","File","0"
"053306766-Martinez estimate.pdf","File","0"
"04_Tech_Lab_Setup.sh","File","0"
"053306766- CLAIM FELIPE MARTINEZ & ANNA CLARK.pdf","File","0"
"056804083.pdf","File","0"
"057909425 (1).pdf","File","0"
"057909425 SAMUEL ASCIOTI CLAIM.pdf","File","0"
"057774942.pdf","File","0"
"057420857 JIM LUCKO ESTIMATE.pdf","File","0"
"057774942 (1).pdf","File","0"
"058282327.pdf","File","0"
"058346241.pdf","File","0"
"058282327 CLAIM KYLE JOHNSON.pdf","File","0"
"057909425.pdf","File","0"
"058216782.pdf","File","0"
"056943530.pdf","File","0"
"056954544-1317454-EST LUIS MARTINEZ.pdf","File","0"
"056943530 JUNCO.pdf","File","0"
"056939679-1324782-EST.pdf","File","0"
"056943530 (1).pdf","File","0"
"057039113-1319456-EST.pdf","File","0"
"057312602-1340350-EST.pdf","File","0"
"057024885.pdf","File","0"
"056959591-1317558-EST.pdf","File","0"
"056974960-1317395-EST.pdf","File","0"
"2801 Bauer Ct.pdf","File","0"
"29th May_ Hermes V0.15.md","File","0"
"27th May_ Hermes + Qwen 3.7 Max.md","File","0"
"2720 Rochelle Point.pdf","File","0"
"27th June_ HERMES Mixture of Agents.md","File","0"
"3-Customer Copy 3958204610.pdf","File","0"
"3042 Nyala Trl.pdf","File","0"
"2nd PRELIMIINARY PLAT SUBMITTAL, MAGNOLIA VILLAGE.docx","File","0"
"2Cols-color-simple.zip","File","0"
"2nd PRELIMIINARY PLAT SUBMITTAL, MAGNOLIA VILLAGE (1).docx","File","0"
"2026_Roofing_Growth_Plan.pdf","File","0"
"220 Mulberry Dr.pdf","File","0"
"2026_Roofing_Growth_Plan.md","File","0"
"2026-06-08-Pineapple-Roofing-2026-Agentic-OS-Handoff-and-Bran.md","File","0"
"2026317_matched_locations.txt","File","0"
"239241985409.JPEG","File","0"
"25th May_ Hermes Browser Agents + Agent OS.md","File","0"
"231145-1213457.pdf","File","0"
"220 Mulberry.pdf","File","0"
"22nd May_ Hermes Agent Marketing Team.md","File","0"
"30th May_ Hermes + Obsidian.md","File","0"
"4657 University Ave.png","File","0"
"47-A2.04 Roof plan.pdf","File","0"
"4513 Hartebeest Trl.pdf","File","0"
"4445 Addax Trail frisco Roofing permit.mhtml","File","0"
"4459 Hartebeest Trl.pdf","File","0"
"5032527520-1.pdf","File","0"
"5035579465-1.pdf","File","0"
"5032238330-1.pdf","File","0"
"475401115_18482265931058611_4607442959971525360_n.jpg","File","0"
"475450125_18482265889058611_7176400002605019724_n.jpg","File","0"
"41-A1.00 Site plan.pdf","File","0"
"411452-2 copy metal era 7.5.23 (1).pdf","File","0"
"4-Customer Copy 3951570043.pdf","File","0"
"3708 OG $34,009.82","File","0"
"4-Customer Copy 3951570043 (1).pdf","File","0"
"4386 Hartebeest Trl.pdf","File","0"
"4405 Hartebeest Trl.pdf","File","0"
"4362AddaxTrl_InsuranceClaim.pdf","File","0"
"411452-2 copy metal era 7.5.23.pdf","File","0"
"43-82L6-61R_CUSTOMER_COPY_FINAL_DRAFT_2T.pdf","File","0"
"19040303.pdf","File","0"
"1905 Candlewyck Crossing.pdf","File","0"
"17th_ Grok + Hermes Agent.md","File","0"
"1649 Victoria Dr.pdf","File","0"
"1796294.pdf","File","0"
"2023-9612-CR-Payment Invoice.pdf","File","0"
"2025 RCAT MIGS Pineapple Roofing LLC (1).pdf","File","0"
"2023 tax.pdf","File","0"
"1st June_ MiniMax M3 + Hermes Agent FREE!.md","File","0"
"2-Customer Copy 3949118647.pdf","File","0"
"1292816160939-12065693363-ticket.pdf","File","0"
"1314 Palasades Ct.pdf","File","0"
"11th June_ Automation Blueprints.md","File","0"
"1040 Clove Glen Ct (2).pdf","File","0"
"1040 Clove Glen Ct.pdf","File","0"
"14th May_ How To Use Hermes Agent With Codex.md","File","0"
"1621 Whirlaway Ct.pdf","File","0"
"14th May_ How To Use Hermes Agent With Codex (1).md","File","0"
"13th June_ Kimi K2.7-HERMES.md","File","0"
"1429 Wreyhill Dr.pdf","File","0"
"2025 RCAT MIGS Pineapple Roofing LLC.pdf","File","0"
"2025 ROOF INSURANCE BASIC CONTRACT PDF (2).pdf","File","0"
"2025 Roofing Pre-Season Resources .pdf","File","0"
"2025 ROOF INSURANCE BASIC CONTRACT - Patrick Atkinson.pdf","File","0"
"2025 ROOF INSURANCE BASIC CONTRACT - Nicole Taylor.pdf","File","0"
"2025 ROOF INSURANCE BASIC CONTRACT - Oscar.pdf","File","0"
"20250519-clean-HSIANG-FANG HSIEH - 5901 PARKER VILLAGE DR.pdf","File","0"
"20250522-clean-SACHDEVA, RAKESH & SACHDEVA, PAMILA - 2124 IRONSIDE DR.pdf","File","0"
"20250515_Clean_-_HSIANG-FANG_HSIEH_-_5901_PARKER_VILLAGE_DR.pdf","File","0"
"2025 Sione Moeakiola License CRRL 03-0637 (1).pdf","File","0"
"2025 Sione Moeakiola License CRRL 03-0637.pdf","File","0"
"2025 ROOF INSURANCE BASIC CONTRACT - Jason and Krystal Taylor.pdf","File","0"
"2025 ROOF INSURANCE BASIC CONTRACT - Karen Haertl.pdf","File","0"
"2025 ROOF INSURANCE BASIC CONTRACT - Gail Smith.pdf","File","0"
"2025 ROOF INSURANCE BASIC CONTRACT - Alberto.pdf","File","0"
"2025 ROOF INSURANCE BASIC CONTRACT - Angelo Ugge.pdf","File","0"
"2025 ROOF INSURANCE BASIC CONTRACT - Missy Carlock.pdf","File","0"
"2025 ROOF INSURANCE BASIC CONTRACT - Nancy Liewinters.pdf","File","0"
"2025 ROOF INSURANCE BASIC CONTRACT - Missy Carlock (1).pdf","File","0"
"2025 ROOF INSURANCE BASIC CONTRACT - Laboria Mancilla.pdf","File","0"
"2025 ROOF INSURANCE BASIC CONTRACT - Leah Griffin.pdf","File","0"
"IMG_4365.JPG","File","0"
"IMG_4365.pdf","File","0"
"IMG_3591.jpg","File","0"
"IMG_3577.JPG","File","0"
"IMG_3590.PNG","File","0"
"IMG_5494.jpg","File","0"
"IMG_5513.jpg","File","0"
"IMG_5492.jpg","File","0"
"IMG_5490.jpg","File","0"
"IMG_5491.jpg","File","0"
"IMG_1810.GIF","File","0"
"IMG_2753.jpg","File","0"
"IMG_1492.jpg","File","0"
"IMG_1073.jpg","File","0"
"IMG_1129.JPG","File","0"
"IMG_3111.PNG","File","0"
"IMG_3116.jpg","File","0"
"IMG_3051.jpg","File","0"
"IMG_2754 (1).jpg","File","0"
"IMG_2754.jpg","File","0"
"IMG_5515.jpg","File","0"
"Invoice-CWLJ0C64-0002.pdf","File","0"
"Invoice-CWLJ0C64-0003.pdf","File","0"
"invoice-532751.pdf","File","0"
"Invoice 4723 Mitigation.pdf","File","0"
"Invoice 4724 Deductible.pdf","File","0"
"Issued Permit RES2023-5902 (1).pdf","File","0"
"Issued Permit RES2023-5902.pdf","File","0"
"Issued Permit RES2023-5901.pdf","File","0"
"Invoice_07-10-2024_09-22-55.pdf","File","0"
"IRR doc.pdf","File","0"
"immediate_action_plan.md","File","0"
"Inspection Requirements (Carrier Guildlines).pdf","File","0"
"IMG_5811.jpg","File","0"
"IMG_5675.jpg","File","0"
"IMG_5776.jpg","File","0"
"invite (1).ics","File","0"
"invite.ics","File","0"
"interactive-walkthrough-builder.skill","File","0"
"Integrated Lead System Implementation Guide.md","File","0"
"Integrating Framework into Contractor Operations.md","File","0"
"How to Build Your Live Sales Dashboard in Google Looker Studio (1).md","File","0"
"How to Build Your Live Sales Dashboard in Google Looker Studio.md","File","0"
"Hover Instructions.pdf","File","0"
"HERMES SUBAGENT MD.md","File","0"
"HERMES V.20.md","File","0"
"How_to_Build_Your_Live_Sales_Dashboard_in_Google_Looker_Studio.pdf","File","0"
"How_to_Set_Up_Your_AI_Lead_Qualifier_(Sheet-Triggered_Version).pdf","File","0"
"How to Set Up Your AI Lead Qualifier (Sheet-Triggered Version).md","File","0"
"How to Set Up Your AI Lead Qualifier (Sheet-Triggered Version) (1).md","File","0"
